 "Ulmo: A system to enable mobile applications personalization by binary SMS"  $ "Teófilo M., Martini A., Cruz P."  $ reviewer1 $ (1,)
 "Understanding API usage to support informed decision making in software maintenance"  $ "Bauer V., Heinemann L."  $ reviewer2 $ (1,)
 "Unifying isolated sensor systems using web 2.0 and open standards"  $ "Resseguie D., Fairgrieve S."  $ reviewer2 $ (1,)
 "Usability and implementation experiences with cots products used as a distributed client platform"  $ "Wagner S., Nielsen C.C."  $ reviewer1 $ (1,)
 "Usability and software architecture"  $ "John B.E., Bass L."  $ reviewer2 $ (1,)
 "Usability evaluation for Enterprise SOA APIs"  $ "Beaton J., Myers B.A., Stylos J., Jeong S.Y., Xie Y."  $ reviewer2 $ (1,)
 "Usage contracts: Offering immediate feedback on violations of structural source-code regularities"  $ "Lozano A., Mens K., Kellens A."  $ reviewer1 $ (1,)
 "User interface model discovery: Towards a generic approach"  $ "Gimblett A., Thimbleby H."  $ reviewer2 $ (1,)
 "Using GCC instead of grep and sed"  $ "Glek T., Mandelin D."  $ reviewer1 $ (1,)
 "Verifying compiled file system code"  $ "Mühlberg J.T., Lüttgen G."  $ reviewer2 $ (1,)
 "Virtual manufacturing of milling operations with multiple tool paths"  $ "Sormaz D.N., Pisipati D.V., Borse P.A."  $ reviewer1 $ (1,)
 "W2E-Wellness warehouse engine for semantic interoperability of consumer health data"  $ "Honko H., Andalibi V., Aaltonen T., Parak J., Saaranen M., Viik J., Korhonen I."  $ reviewer1 $ (1,)
 "WYSIWIB: A declarative approach to finding API protocols and bugs in linux code"  $ "Lawall J.L., Brunel J., Palix N., Hansen R.R., Stuart H., Muller G."  $ reviewer1 $ (1,)
 "Web-based design and manufacturing systems for micromachining: Comparison of architecture and usability"  $ "Kim H.-J., Chu W.-S., Ahn S.-H., Kim D.-S., Jun C.-S."  $ reviewer2 $ (1,)
 "Web4Desktop, a framework for improving the usability of web applications"  $ "Carstoiu B., Carstoiu D."  $ reviewer1 $ (1,)
 "Who asked what: Integrating crowdsourced FAQs into API documentation"  $ "Chen C., Zhang K."  $ reviewer2 $ (1,)
 "Work in progress - Development and integration of an online soil mapping Web application"  $ "Kocur L.A., Glotzbach R.J., Schulze D.G., Miller C.C."  $ reviewer2 $ (1,)
 "caBIONet - A .NET wrapper to access and process genomic data stored at the National Cancer Institute's Center for Bioinformatics databases"  $ "Kraj P., McIndoe R.A."  $ reviewer2 $ (0,)
 "oDect: an RFID-based object detection API to support applications development on mobile devices"  $ "Bellotti F., Berta R., Margarone M., De Gloria A."  $ reviewer2 $ (1,)
 "q-Anon: Rethinking anonymity for social networks"  $ "Beach A., Gartrell M., Han R."  $ reviewer2 $ (1,)
